sequence	md5	length	database	accession	description	start	end	evalue	post_processed	date	entry	name
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Pfam	PF00096	Zinc finger, C2H2 type	704	726	0.0082	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Pfam	PF00096	Zinc finger, C2H2 type	481	503	3.9E-4	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Pfam	PF00096	Zinc finger, C2H2 type	453	475	1.4E-4	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Pfam	PF00096	Zinc finger, C2H2 type	676	698	0.0013	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	406	462	6.15E-16	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:000562	Zinc finger protein 786	561	588	1.0E-17	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	574	630	4.69E-21	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	623	643	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	399	419	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:000562	Zinc finger protein 786	505	532	1.3E-16	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	734	754	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	676	703	15.521135	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:000212	zinc finger protein 382 isoform X2	449	476	9.4E-12	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Pfam	PF01352	KRAB box	8	49	6.1E-19	T	13-03-2023	IPR001909	Krueppel-associated box
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	MobiDBLite	mobidb-lite	consensus disorder prediction	285	304	-	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	593	620	16.747339	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	595	615	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	422	449	4.0E-12	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	616	647	2.1E-12	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	MobiDBLite	mobidb-lite	consensus disorder prediction	309	361	-	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	567	587	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:001892	Zinc finger protein 786	726	756	2.2E-20	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	369	396	10.200661	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	MobiDBLite	mobidb-lite	consensus disorder prediction	331	358	-	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	481	508	14.128668	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	537	564	13.816921	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	240	267	13.796137	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	CDD	cd07765	KRAB_A-box	9	48	5.56439E-19	T	13-03-2023	IPR001909	Krueppel-associated box
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	563	590	8.2E-14	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	620	652	5.63E-7	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF109640	KRAB domain (Kruppel-associated box)	5	64	7.45E-19	T	13-03-2023	IPR036051	KRAB domain superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	725	756	9.0E-12	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:001064	Zinc finger protein 425	394	420	6.1E-11	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:002002	Zinc finger protein 786	701	725	1.5E-15	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:000151	Zinc finger and SCAN domain-containing 21	589	617	4.7E-15	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	732	759	14.066319	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	649	675	14.191017	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	621	648	13.401258	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	427	447	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	397	424	13.713005	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	706	726	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:000562	Zinc finger protein 786	646	671	2.9E-14	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	PANTHER	PTHR24390	ZINC FINGER PROTEIN	188	322	4.2E-232	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	698	750	7.24E-17	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	518	574	2.29E-17	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	368	419	8.74E-10	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	242	262	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	511	531	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	704	731	15.105473	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:000151	Zinc finger and SCAN domain-containing 21	533	560	7.5E-13	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	462	518	1.2E-19	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	425	447	0.0062	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	676	698	0.003	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	509	531	0.0023	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	649	670	16.0	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	453	475	0.002	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	187	209	81.0	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	397	419	2.5	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	593	615	3.2E-4	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	732	754	0.017	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	537	559	0.22	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	565	587	6.8E-4	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	240	262	0.0031	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	481	503	0.01	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	621	643	0.0081	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00355	c2h2final6	704	726	0.0015	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	648	674	4.8E-12	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	534	562	3.2E-10	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	238	286	6.24E-7	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	483	503	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	701	724	2.5E-11	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	178	271	4.5E-9	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:002174	Zinc finger protein 786	477	504	7.9E-22	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	453	480	16.872038	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SMART	SM00349	krabfinus	9	69	2.9E-24	T	13-03-2023	IPR001909	Krueppel-associated box
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:000562	Zinc finger protein 786	421	448	2.3E-17	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:001385	zinc finger protein 774	672	699	4.8E-16	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	455	475	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	425	452	16.68499	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	657	713	2.92E-20	T	13-03-2023	IPR036236	Zinc finger C2H2 superfamily
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	678	698	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:6.10.140.140	-	6	59	7.4E-17	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	478	504	6.0E-10	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	675	700	6.6E-14	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	505	533	2.0E-12	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	450	477	3.4E-13	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	509	536	17.142218	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	FunFam	G3DSA:3.30.160.60:FF:002741	Zinc finger protein 786	618	645	2.9E-22	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	539	559	-	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	591	615	1.1E-13	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	385	421	9.5E-11	T	13-03-2023	-	-
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50805	Krueppel-associated box (KRAB) profile.	9	80	18.901827	T	13-03-2023	IPR001909	Krueppel-associated box
sp|Q8N393|ZN786_HUMAN	69488600a21512f28c9ec5fd95b80dde	782	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	565	592	17.744926	T	13-03-2023	IPR013087	Zinc finger C2H2-type
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	195	293	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	637	656	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	547	656	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	133	178	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	Gene3D	G3DSA:3.30.70.330	-	360	444	7.5E-23	T	13-03-2023	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	548	562	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	ProSiteProfiles	PS50199	Zinc finger RanBP2 type profile.	518	549	10.974529	T	13-03-2023	IPR001876	Zinc finger, RanBP2-type
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	450	519	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	ProSitePatterns	PS01358	Zinc finger RanBP2-type signature.	522	543	-	T	13-03-2023	IPR001876	Zinc finger, RanBP2-type
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	CDD	cd12533	RRM_EWS	361	444	1.58479E-52	T	13-03-2023	IPR034869	EWS, RNA recognition motif
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	Pfam	PF00641	Zn-finger in Ran binding protein and others	518	548	1.1E-12	T	13-03-2023	IPR001876	Zinc finger, RanBP2-type
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	SUPERFAMILY	SSF90209	Ran binding protein zinc finger-like	511	550	5.89E-13	T	13-03-2023	IPR036443	Zinc finger, RanBP2-type superfamily
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	SMART	SM00547	zf_4	520	546	7.2E-7	T	13-03-2023	IPR001876	Zinc finger, RanBP2-type
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	PANTHER	PTHR23238	RNA BINDING PROTEIN	226	655	2.4E-52	T	13-03-2023	IPR034870	TAF15/EWS/TLS family
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	SMART	SM00360	rrm1_1	362	443	1.1E-16	T	13-03-2023	IPR000504	RNA recognition motif domain
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	462	476	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	363	441	2.9E-9	T	13-03-2023	IPR000504	RNA recognition motif domain
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	180	194	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	MobiDBLite	mobidb-lite	consensus disorder prediction	123	360	-	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	350	479	4.89E-24	T	13-03-2023	IPR035979	RNA-binding domain superfamily
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	361	447	13.856545	T	13-03-2023	IPR000504	RNA recognition motif domain
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	Gene3D	G3DSA:4.10.1060.10	-	512	551	4.8E-17	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	FunFam	G3DSA:3.30.70.330:FF:000368	EWS RNA binding protein 1	351	516	2.6E-110	T	13-03-2023	-	-
sp|Q01844|EWS_HUMAN	68c5d4bccbbd2dc851fd12104d1c381c	656	FunFam	G3DSA:4.10.1060.10:FF:000002	RNA-binding protein EWS isoform 1	511	551	1.4E-25	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	Gene3D	G3DSA:3.40.50.300	-	13	213	5.4E-67	T	13-03-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	MobiDBLite	mobidb-lite	consensus disorder prediction	200	215	-	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	SMART	SM00173	ras_sub_4	18	184	3.3E-33	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	SMART	SM00174	rho_sub_3	23	183	2.9E-11	T	13-03-2023	IPR001806	Small GTPase
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	Pfam	PF00071	Ras family	22	181	2.0E-61	T	13-03-2023	IPR001806	Small GTPase
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	PANTHER	PTHR47978	-	20	183	1.2E-61	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	FunFam	G3DSA:3.40.50.300:FF:000180	Member RAS oncogene family	13	205	2.4E-123	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	PRINTS	PR00449	Transforming protein P21 ras signature	21	42	2.4E-38	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	PRINTS	PR00449	Transforming protein P21 ras signature	44	60	2.4E-38	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	PRINTS	PR00449	Transforming protein P21 ras signature	159	181	2.4E-38	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	PRINTS	PR00449	Transforming protein P21 ras signature	62	84	2.4E-38	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	PRINTS	PR00449	Transforming protein P21 ras signature	124	137	2.4E-38	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	SMART	SM00175	rab_sub_5	21	184	2.3E-90	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	ProSiteProfiles	PS51421	small GTPase Ras family profile.	14	215	18.374475	T	13-03-2023	IPR001806	Small GTPase
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	21	174	1.4E-28	T	13-03-2023	IPR005225	Small GTP-binding protein domain
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	MobiDBLite	mobidb-lite	consensus disorder prediction	187	215	-	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	20	186	6.8E-56	T	13-03-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	SMART	SM00176	ran_sub_2	26	211	2.7E-7	T	13-03-2023	-	-
sp|P61020|RAB5B_HUMAN	11b772cbfa54727c6efa78221dc7c177	215	ProSiteProfiles	PS51419	small GTPase Rab1 family profile.	14	215	34.288651	T	13-03-2023	-	-
